scian_2023,nombre
313320,Fabricación de telas recubiertas (fabricación de telas recubiertas con hule)
326211,Fabricación de llantas y cámaras 
326220,Fabricación de bandas y mangueras de hule y de plástico (fabricación de bandas y mangueras de hule)
326290,"Fabricación de otros productos de hule (fabricación de globos, guantes, colchones inflables, partes para calzado, tapones, conexiones, y otros productos de hule n.c.p.*)"
337910,Fabricación de colchones (fabricación de colchones de hule)
339920,Fabricación de artículos deportivos (fabricación de artículos deportivos de hule)
339999,Otras industrias manufactureras (fabricación de juntas de hule)
314120,"Confección de cortinas, blancos y similares (confección de cortinas de plástico)"
314911,Confección de costales (confección de sacos y bolsas para embalaje de rafia y propileno)
322220,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados (fabricación de papel tapiz plastificado y cintas de plástico autoadhesivas)
325220,Fabricación de fibras químicas (fabricación de papel celofán)
326110,Fabricación de bolsas y películas de plástico 
326120,"Fabricación de tubería y conexiones, y tubos para embalaje "
326130,Fabricación de laminados de plástico 
326140,Fabricación de espumas y productos de poliestireno 
326150,Fabricación de espumas y productos de uretano 
326160,Fabricación de botellas de plástico 
326191,Fabricación de productos de plástico para el hogar con y sin reforzamiento 
326192,Fabricación de autopartes de plástico con y sin reforzamiento 
326193,Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento 
326194,"Fabricación de otros productos de plástico de uso industrial sin reforzamiento (fabricación de partes de plástico para calzado y para herramientas, como mangos para martillos, y otras partes de plástico sin reforzamiento n.c.p.*)"
326198,"Fabricación de otros productos de plástico con reforzamiento (fabricación de resbaladillas, toboganes, albercas, tinas de baño, macetas, y otros productos de plástico con reforzamiento n.c.p.*)"
326199,Fabricación de otros productos de plástico sin reforzamiento 
326220,Fabricación de bandas y mangueras de hule y de plástico (fabricación de bandas y mangueras de plástico)
336360,Fabricación de asientos y accesorios interiores para vehículos automotores (fabricación de partes de plástico para interiores de vehículos)
337910,Fabricación de colchones (fabricación de colchones de agua)
337920,Fabricación de persianas y cortineros (fabricación de persianas de plástico)
339950,Fabricación de anuncios y señalamientos (fabricación de letras y números de plástico)
339999,Otras industrias manufactureras (fabricación de juntas de plástico)
327211,Fabricación de vidrio 
327212,Fabricación de espejos 
327213,Fabricación de envases y ampolletas de vidrio 
327214,Fabricación de fibra de vidrio 
327215,Fabricación de artículos de vidrio de uso doméstico 
327216,Fabricación de artículos de vidrio de uso industrial y comercial 
327219,Fabricación de otros productos de vidrio 
327999,Fabricación de otros productos a base de minerales no metálicos (fabricación de productos aislantes de fibra de vidrio)
327123,Fabricación de productos refractarios 
327112,Fabricación de muebles de baño 
327121,Fabricación de ladrillos no refractarios (fabricación de ladrillos y tabiques de arcilla)
327122,Fabricación de azulejos y losetas no refractarias 
327111,"Fabricación de artículos de alfarería, porcelana y loza "
327310,Fabricación de cemento y productos a base de cemento en plantas integradas (fabricación de cemento)
327410,Fabricación de cal 
327420,Fabricación de yeso y productos de yeso (fabricación de yeso)
327121,Fabricación de ladrillos no refractarios (fabricación de ladrillos de adobe)
327310,Fabricación de cemento y productos a base de cemento en plantas integradas (fabricación de productos a base de cemento)
327320,Fabricación de concreto 
327330,Fabricación de tubos y bloques de cemento y concreto 
327391,Fabricación de productos preesforzados de concreto 
327399,Fabricación de otros productos de cemento y concreto 
327420,Fabricación de yeso y productos de yeso (fabricación de productos a base de yeso)
327999,"Fabricación de otros productos a base de minerales no metálicos (fabricación de productos de asbesto y fibrocemento, mortero y pegazulejo)"
327991,Fabricación de productos a base de piedras de cantera 
322122,Fabricación de papel a partir de pulpa (fabricación de papel alquitranado)
324120,Fabricación de productos de asfalto 
325999,Fabricación de otros productos químicos (fabricación de compuestos para perforación)
327910,Fabricación de productos abrasivos 
327999,"Fabricación de otros productos a base de minerales no metálicos (fabricación de artículos de mica, de turba, y otros productos a base de minerales no metálicos n.c.p.*)"
335991,Fabricación de productos eléctricos de carbón y grafito 
336340,Fabricación de partes de sistemas de frenos para vehículos automotrices (fabricación de forros de asbesto para frenos)
336350,Fabricación de partes de sistemas de transmisión para vehículos automotores (fabricación de revestimientos para clutch de asbesto)
339999,Otras industrias manufactureras (fabricación de juntas de minerales no metálicos)
331111,Complejos siderúrgicos 
331112,Fabricación de desbastes primarios y ferroaleaciones 
331220,"Fabricación de otros productos de hierro y acero (fabricación de laminados, perfiles, alambrón, varillas y ángulos de hierro y acero)"
332910,Fabricación de válvulas metálicas (fabricación de conectores metálicos para válvulas)
332999,Fabricación de otros productos metálicos (fabricación de tubos y conexiones de hierro y acero)
322220,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados (fabricación de papel metalizado)
331310,Industria básica del aluminio (fabricación de alúmina y de formas primarias de aluminio)
331411,Fundición y refinación de cobre 
331412,Fundición y refinación de metales preciosos 
331419,Fundición y refinación de otros metales no ferrosos 
331420,Laminación secundaria de cobre (fabricación de productos derivados de la laminación secundaria de cobre)
331490,"Laminación secundaria de otros metales no ferrosos (laminación secundaria de oro, plata, plomo, zinc, y otros metales no ferrosos n.c.p.*)"
332910,Fabricación de válvulas metálicas (fabricación de conectores de metales no ferrosos para válvulas)
332999,Fabricación de otros productos metálicos (fabricación de tubos y conexiones de metales no ferrosos)
331210,Fabricación de tubos y postes de hierro y acero 
331510,Moldeo por fundición de piezas de hierro y acero (moldeo por fundición de piezas de hierro y acero)
331520,Moldeo por fundición de piezas metálicas no ferrosas 
332310,Fabricación de estructuras metálicas (fabricación de estructuras metálicas para la construcción)
332320,"Fabricación de productos de herrería (fabricación de puertas, ventanas, escaleras, productos ornamentales o arquitectónicos de herrería, cancelería de baño, cortinas de acero, corrales y cercas metálicas, ductos y canaletas)"
337210,Fabricación de muebles de oficina y estantería (fabricación de mamparas de metal)
332420,Fabricación de tanques metálicos de calibre grueso (fabricación de tanques metálicos de calibre grueso)
332430,Fabricación de envases metálicos de calibre ligero (fabricación de depósitos y recipientes similares de metal)
333411,Fabricación de equipo de aire acondicionado y calefacción (fabricación de radiadores y calderas de calefacción central)
332410,"Fabricación de calderas industriales (fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central)"
332999,Fabricación de otros productos metálicos (fabricación de armas y municiones)
332110,"Fabricación de productos metálicos forjados y troquelados (fabricación de productos forjados y estampados, y de productos mediante pulvimetalurgia)"
336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices 
332710,Maquinado de piezas para maquinaria y equipo en general 
332810,Recubrimientos y terminados metálicos 
339912,Orfebrería y joyería de metales y piedras preciosos (grabado y enchapado de joyas)
332211,Fabricación de herramientas de mano metálicas sin motor (fabricación de herramientas de mano sin motor)
332212,Fabricación de utensilios de cocina metálicos (fabricación de cubertería de uso doméstico)
332510,Fabricación de herrajes y cerraduras 
332999,Fabricación de otros productos metálicos (fabricación de moldes industriales metálicos)
333120,Fabricación de maquinaria y equipo para la construcción (fabricación de brocas de taladros para la construcción)
333130,Fabricación de maquinaria y equipo para la industria extractiva (fabricación de brocas para perforación minera)
333510,Fabricación de maquinaria y equipo para la industria metalmecánica (fabricación de moldes industriales y brocas para trabajar metales)
337920,Fabricación de persianas y cortineros (fabricación de cortineros y accesorios metálicos)
322220,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados (fabricación de bolsas de papel aluminizado)
331220,Fabricación de otros productos de hierro y acero (fabricación de cable metálico)
331310,Industria básica del aluminio (fabricación de papel aluminio)
331420,Laminación secundaria de cobre (fabricación de cobre trefilado)
331490,Laminación secundaria de otros metales no ferrosos (fabricación de alambre de metales no ferrosos)
332110,Fabricación de productos metálicos forjados y troquelados (fabricación de tapaderas forjadas y estampadas)
332212,"Fabricación de utensilios de cocina metálicos (fabricación de artículos de cocina metálicos, como charolas, ollas y cacerolas)"
